Date,News,Score,Binary Score
5/9/2012 0:00,"Grameenphone Ltd reported Tk 23.22 billion (2,322 crore) revenues for the first quarter of 2012 with 12.3 per cent increase from same period of 2011. The growth was mainly from voice as well as interconnection revenues driven by subscription growth, revenues from non voice services, roaming and infrastructure sharing.",5,1
5/9/2012 0:00,"Grameenphone (GP), the leading mobile phone operator, has noted with satisfaction that the growing non-voice service generated about 5 per cent of its total revenue. Out of its total revenue Tk 23.22 billion, Tk 1.16 billion came from non-voice service, known as value added service (VAS), according to the company`s quarter 1 (Q1) financial report.",4,1
5/18/2012 0:00,"Chief of the country's biggest mobile operator Grameenphone wants to make a good bond with the telecom regulator to settle different issues like 3G, VAS through dialogue for ensuring a healthy growth of the sector.",4,1
6/12/2012 0:00,"Grameenphone, country's largest cell phone company, has embarked on major operational cost-cutting measures that include the downsizing of its manpower in some specific sections of the company. The cost-cutting measures, according to sources, are aimed at enabling the company to foot the government bills for 2G and 3G licences.",1,0
6/28/2012 0:00,"Telecom operator Grameenphone has refuted a news item published in a section of the press about curtailment of manpower. In a press release issued on Wednesday night, the operator said it is not true that Grameenphone is reducing its manpower.",2,0
7/9/2012 0:00,"Several hundred officials of the operator under the banner of Grameenphone Employees Association took part in the agitation with a six-point demand, including stoppage of retrenchment.",4,1
7/10/2012 0:00,GP assures its employees of no retrenchment now,5,1
7/15/2012 0:00,Bangladesh Brand Forum (BBF) awarded best mobile phone company Grameenphone.,5,1
7/18/2012 0:00,GP ranks top among corporate taxpayers,5,1
7/21/2012 0:00,Grameenphone (GP) topped the turnover chart with shares worth Tk 80.22 million changed hands.,5,1
7/23/2012 0:00,"Telecom operator Grameenphone (GP) reported Tk 46.4 billion revenues for the first half of the year, which was seven per cent more than that of last year.",5,1
7/25/2012 0:00,Grameenphone (GP) topped the turnover chart with shares worth Tk 142.41 million changed hands.,5,1
7/29/2012 0:00,"Bangladesh Telecommunication Regulatory Commission (BTRC) did not allow Grameenphone (GP) for the test run of 3G (third generation) mobile service, officials said.",2,0
8/2/2012 0:00,"Grameenphone (GP), the most weighted shares and lone listed company in the telecommunications sector lost Tk 3.30 per share and closed at Tk 175.1",1,0
8/15/2012 0:00,"Grameenphone has to account fine $130,850 for 2,617 unregistered SIM",1,0
8/29/2012 0:00,"The central bank is going to launch an awareness building programme for SME (Small and Medium Enterprise) financing and promotional activities of the country's small and medium enterprises in cooperation with mobile operator Grameenphone, official said.",3,1
8/31/2012 0:00,Grameenphone (GP) lost 9.6 per cent of price.,1,0
9/1/2012 0:00,"Grameenphone, the most weighted share in the DSE, lost Tk 2.90 per share or 2.01 per cent and closed at Tk 170.40 each in the trading session after advanced Tk 7.70 per share in the previous session.",1,0
9/16/2012 0:00,"Country's cell phone operators, except Grameenphone, started implementing 10- second pulse by re-structuring their all packages from Saturday as per the directive of the telecom regulator.",1,0
10/19/2012 0:00,"Grameenphone Ltd (GP) reported Tk 69.27 billion (6,927 crore) revenues for the first nine months of 2012 with a 4.6 per cent growth compared to the corresponding period of last year.",5,1
10/23/2012 0:00,"Standard Chartered Bank has arranged a Syndicated Term Loan of BDT 8,460 million for Grameenphone Limited (GP). The facility is aimed to finance the company's local capital expenditures including network expansion.",5,1
11/16/2012 0:00,"The Grameenphone (GP), the most weighted shares in the Dhaka Stock Exchange (DSE), gained 5.13 per cent, which contributed the most behind day's positive movement, said a merchant banker.",5,1
11/29/2012 0:00,The Grameenphone (GP) lost 0.267 million subscribers in October which was 40.954 million in September,1,0
12/20/2012 0:00,The Board of Directors is very pleased to appoint Mr. Vivek Sood as Grameenphone's new CEO.,3,1
12/21/2012 0:00,Telecom sector showed some good performance based on heavyweight GP gaining 1.61 per cent.,4,1
12/25/2012 0:00,"Heavyweight GrameenPhone (GP) continued its 10 days of continuous gaining as it gained 0.94 per cent, contributing to market's resistance",4,1
1/5/2013 0:00,"Govt approves 3G, finally.The telecom operators, mainly Grameenphone, Banglalink, Robi and Airtel, have made adequate preparations for 3G service.Grameenphone has upgraded technically its over 8,000 base transceiver stations (BTS) across the country through network swapping, which will ensure better network for the customers, according to the company.",5,1
1/7/2013 0:00,"Mobile phone cos asked to stop sub-leasing business. Jamal Uddin Telecom regulator has ordered the mobile phone operators to stop their sub leasing business of optical fiber, except where infrastructure companies` network is absent. In a separate letter recently, the Bangladesh Telecommunication Regulatory Commission (BTRC) issued the order to the leading mobile phone operator Grameenphone (GP) and Robi referring 'amended guidelines for infrastructure sharing.' GP sought permission to the telecom authority for 'Approval of revised tariff for leasing or sharing of transmission capacity,' while Robi for 'approval on tariff chart for sub-leasing domestic transmission capacity of PGCB fiber (Chittagong-Cox`s Bazar route)', but the authority did not allow them. In response of the GP application, BTRC letter issued on January 2 read that ""The operator would be able to give sub lease of transmission capacity in those routes where NTTN companies have no optical fiber"".",2,0
1/8/2013 0:00,"Stock indices, turnover plunge further.The sole Telecommunications Company--Grameenphone--has also lost 0.52 per cent, while the Pharmaceuticals has went down by 0.05 per cent.The stakeholders said presently there are a number of reasons that weakened the confidence of the investors. According to them, the reasons, which compelled the markets to experience frustrating turnovers, include the statements of the government's high-ups, pending IPOs (initial public offerings), less involvement of big investors, the scarcity of adequate funds and the stagnancy of many margin accounts.",2,0
1/8/2013 0:00,"bKash account holders can now receive international remittance directly on their mobile phones bKash, a BRAC Bank subsidiary, aims to provide fast and convenient financial services to its customers through mobile devices, with the ultimate goal of widening the net of financial inclusion. bKash is currently available on Robi, Grameenphone, and Banglalink networks.",4,1
1/10/2013 0:00,"Mutual funds, textile propel turnover up.""Due to the movement in mutual funds, turnover was on rise. But major concentration was on two or three sectors. As a result, sectoral movement didn't improve that much. Sporadic candles were created showing somewhat confusing state of the market,"" commented Zenith Investments market analysis. ""The effect can be assumed as over. So, day's sudden boost up in turnover may not ensure a good turnover tomorrow which in turn would keep the market into the existing bearish sidewalk. Overall the week is likely to end with a gloomy outlook,"" the Zenith analysis observed.Telecommunications, which represents heavy weight GrameenPhone, lost 0.35 per cent, the most, followed by fuel and power 0.12 per cent and non-banks financial institutions 0.05 per cent. RN Spinning Mills was the most traded stock of the day with a total turnover of Tk 150.42 million.",2,0
1/14/2013 0:00,"Smartphone exhibition fails to meet visitors' demand.Symphony is exhibiting its recently release, through mobile operator Grameenphone outlet, 8 inch 3G tablet ( Xplorer T8) along with its as usual product . Price of the product is Tk 12850.Kazli Sharin, a private university student, who expected that Symphony will sell their recently released tab at the fair, returned without buying the device. Omar Faruk, representative of the Symphony at the stall, said the products will be released again in line with the channel of the Grameenphone in the beginning of February. So, customers have to wait till then, he added.",1,0
1/21/2013 0:00,"Experts advise caution in private external borrowing.Grameenphone Ltd alone received $355 million in foreign loans, Summit Meghnaghat Power Company $190 million, Airtel Bangladesh $100 million, Robi Axiata $30 million, and Acron Infrastructure Services $30 million as top loan recipients in 2012.",2,0
1/24/2013 0:00,"Oracle Wednesday announced that Grameenphone, the largest mobile service provider in Bangladesh with more than 37 million subscribers, has successfully deployed the Oracle Communications Network Resource Management solution to consolidate and transform its network inventory management systems and processes. Grameenphone's operational support systems (OSS) environment previously included a number of disparate inventory applications, which impeded operational scalability, delayed new technology introduction, and increased the complexity and time required to generate accurate network information for financial reporting and regulatory compliance. Oracle Communications Network Resource Management provides Grameenphone with a single, scalable network inventory, accurately synchronized with the network through ongoing network discovery and reconciliation.",4,1
1/25/2013 0:00,"Mobile operators mark negative growth.Mobile subscription growth of the country declined by 10.78 per cent last year compared to 2011. In 2012, the total mobile users increased 13.72 per cent, which was 24.5 per cent in 2011, according to the telecom regulator data. The growth was 31 per cent in the year 2010. Until December 2012, the mobile industry experienced 97.180 million users of six mobile phone operators, which shows more than 50 per cent penetration as per the number of population. By comparison, market leader Grameenphone raised its subscription base to 40.021 million in 2012 by adding 3.5289 million new subscribers.",3,1
1/25/2013 0:00,"The companies, which have been selected at present for the DSE-30 are: Square Pharmaceuticals, Grameenphone, Beximco, Pubali Bank, Islami Bank, National Bank, Prime Bank, Titas Gas, Heidelberg Cement, UCB, Lafarge Surma Cement, Beximco Pharmaceuticals, Summit Power, United Airways, BATBC, LankaBangla Finance, Jamuna Oil, BSRM Steels, Padma Oil, Power Grid, RN Spinning Mills, DESCO, Meghna Petroleum, Aftab Automobiles, Square Textiles, Khulna Power, Olympic Industries, MJL Bangladesh, Peoples Leasing and Keya Cosmetics.",4,1
1/28/2013 0:00,"GP to help Bangladesh 'embark on digital era', says Sigve Brekke .Mohammad Ali Grameenphone (GP), country's largest telecom operator, is preparing itself to spur the growth of digital future in Bangladesh, its Chairman Sigve Brekke said. ""We are preparing ourselves for the digital future. Providing voice services is now being focused. The next generation in our business is going to be digital for data. PIT company, IT group of GP, will provide (in sourcing) services not only to GP but also to other companies of Norwegian telecoms firm Telenor in Asia, he added. For 3G services, the GP chairman also mentioned the necessity of having wide internet connection, smart phones and customers' affordability to buy those phone-sets. Tax on the SIM card is a barrier to flourish the telecom sector, he said, adding that there are also some complexities in the selling process of the SIM cards.",4,1
2/20/2013 0:00,"Telenor concerned on dispute regarding GB ownership impacts on GP.Telenor Group has clarified its position in response to recent reports appeared in different dailies regarding the findings of an interim report prepared by Grameen Bank Commission. ""Telenor Group is concerned that the ongoing dispute regarding Grameen Bank's ownership impacts our significant investments in Bangladesh,"" the Oslo-based conglomerate said in a statement Tuesday. It said: We expect the Government to comply with both local laws and international treaties that protect the rights of foreign investors. Telenor Group will consider all available legal options to secure our investment in Bangladesh and protect the future of Grameenphone, its customers, employees and its business community at large if needed.",2,0
2/21/2013 0:00,"Tax collection from cell phone companies dropped as the taxmen observed a slowdown in businesses of the companies including the largest Grameenphone (GP). The NBR received Tk 7.43 billion less tax than that of its target from cell phone companies. Although the overall tax collection increased compared to the previous fiscal, it failed to achieve the target. ""Cell phone companies have sold 3.7 million less SIM and RIM in the current fiscal compared to that of the previous fiscal. It caused a shortfall of Tk 2.24 billion in VAT collections from this sector alone,""",2,0
2/24/2013 0:00,"12 top corporate taxpayers not getting taxcards.Grameenphone has been paying the highest amount of tax during the last few years but is yet to receive tax card due to tax related unresolved court cases, he added. The tax official said the government could consider amendment to the law as majority of the large companies have cases in courts.",3,1
2/25/2013 0:00,"On the other hand, Argon Denims, Eastern Lubricants, Purabi General Insurance, Meghna Pet, Beach Hatchery, Zahintex Industries, Phoenix Finance 1st Mutual Fund, Envoy Textiles, Grameenphone and ACI Formulations were the top ten losers of the day.Dhaka stocks experienced steep fall Sunday, as major sectors ended in the red on the day, officials said. The market insiders said the market has been declining for the last couple of days, as many clients of the merchant banks are busy to vacate their portfolios ahead of the deadline of conversion of omnibus accounts into separate BO (beneficiary owner's) accounts.",1,0
2/25/2013 0:00,"Rapid client fall leads to tariff cut of cell-phone cost. At present, this call rate is the lowest in the local telecom industry. GP, though having reputation for quality network, has been carrying a bad sound for high tariff plan since its inception, according to users. However, GP's attitude has changed recently due to sluggish growth of customer base and falling market share - from 43 per cent to 41 per cent - in the last one year, said industry insiders. GP has lost 0.933 million subscribers from October to December 2012,",1,0
2/26/2013 0:00,"VAT dispute between govt, telecom operators yet to be solved.The VAT (value added tax) dispute between the government and telecom operators is yet to be solved though the solution was demanded by the former before finalisation of the 3G (third generation) guideline. Already, the telecommunications ministry has finalised the guideline and set June 24 as the auction date. However, the mobile phone operators are continuing their efforts to solve the VAT issue out of the court and before participation in the auction. The operators went to the court claiming that VAT will be included in the total solid amount of money that means if BTRC (Bangladesh Telecommunications Regulatory Commission) demands Tk 100 as any fee or charge, the operator will pay Tk 15 (as 15 per cent VAT) and Tk 85 as fee or charge to the regulator.",1,0
2/27/2013 0:00,"Telenor targets financial inclusion in emerging markets. In Bangladesh, Grameenphone, which is Telenor's first operation in Asia, has already launched a number of products such as Mobicash and Billspay as part of its long-term plans to deepen financial inclusion in Bangladesh. ""Grameenphone has the ability to serve financial services. It will look into how it can have a position in the financial inclusion,"" Foss told a group of Bangladeshi journalists on the sidelines of the GSMA Mobile World Congress in Barcelona on Monday.",4,1
2/28/2013 0:00,"Mobile phone operator Grameenphone (GP) has selected world renowned Value Added Service (VAS) provider company 'Mahindra Comviva' for VAS service in the country. The operator will receive mainly 'integrated messaging solution' through a competitive process from the India-based company, said a release Wednesday.""We are delighted to further extend our long-standing partnership with Grameenphone in Bangladesh."" Chief corporate affairs officer of GP Mahmud Hossain said this integrated messaging solution is envisaged to be the next generation messaging solution that will enable them to reduce TCO by consolidating the messaging infrastructure. Mahindra Comviva's platform also enables Grameenphone's ability to migrate into 4G messaging services going forward, therefore, protecting their investment for the future, he mentioned.",4,1
2/28/2013 0:00,"From the largest cell phone company Grameenphone, the NBR received Tk 3.6 million less VAT, posting 25 per cent negative growth. VAT collection also dropped by Tk 1.4 million from Axiata (Bangladesh) Ltd (Robi) followed by Tk 1.5 million from Orascom Telecom Bangladesh Ltd (Banglalink) and Tk 1.0 million from Airtel Bangladesh Ltd. Despite all theses negative factors, officials are still hopeful of achieving the target for current fiscal.",2,0
3/1/2013 0:00,"GP selects Mahindra Comviva for Integrated Messaging Solution.Speaking about the partnership, Manoranjan Mohapatra, CEO, Mahindra Comviva, said, ""We are delighted to further extend our long standing partnership with Grameenphone in Bangladesh. Mobile operators across the country are facing fragmentation of their messaging infrastructure due to multiple deployments for SMS, USSD and MMS. Now, with the ever growing consumer demands, operators are looking forward to incorporate new content and applications. This is reason why Grameenphone has selected Mahindra Comviva to optimize their messaging infrastructure and provide rich services to their 40 million subscribers across multiple messaging channels.""Speaking on the occasion, Mahmud Hossain, CCAO, Grameenphone said, ""This integrated messaging solution is envisaged to be the next generation messaging solution that will enable us to reduce TCO by consolidating the messaging infrastructure.""",4,1
3/12/2013 0:00,"Grameenphone (GP) authority has said that the Grameen Bank Commission's report on (GP) has thrown further investment of the country's largest telecom operator into uncertainty. Talking to reporters at a city hotel Sunday, Chairman of GP Sigve Brekke said his company may not be able to take part in the ensuing 3G auction unless 'uncertainties' are removed forthwith. There is a need to have clearer regulatory and investment framework for a lot of investment and continuation of an industry's development in the country, he said. Cell-phone companies earlier also urged the government to immediately solve some issues including value added tax and 2G licence renewal. In addition to those, GP now terms this report a major uncertainty for its investment in the sector.he report also recommended that dividends going from GP to Grameen Telecom, which has 34.2 per cent in the operator, should go to Grameen Bank (GB) as the bank owns all of the 54 organisations including Grameen Telecom.When asked whether GP will go for legal action, he said that firstly it's an interim report, not final report. After the final report, we need to look at what the government will do on it.",1,0
3/14/2013 0:00,"NBR wins case against GP on VAT payment.The National Board of Revenue (NBR) is set to receive its long-standing dues worth Tk 1.41 billion from the leading cell phone company Grameenphone (GP) as it received the court verdict in favour of the government. The board is going to issue a letter this week to the mobile phone operator giving a seven-day ultimatum for paying VAT on spectrum fee.He said GP wanted to give the payment in several installments, but NBR did not agree to their proposal. ""GP will have to pay the amount in one go within seven days of issuance of the letter. Otherwise, NBR will be compelled to take legal action against the operator,"" he added.",1,0
3/20/2013 0:00,"Grameenphone BBF (Bangladesh Brand Forum) Seminar 2013 will be held on March 23 with the theme 'in search of growth' at Radisson Blu Water Garden Hotel, Dhaka. The seminar is designed for entrepreneurs and business managers to share the best of marketing practices from around the world on how to develop their enterprise.",3,1
3/26/2013 0:00,"Mobile phone operators expressed concern over the decision of the finance ministry of not allowing 'VAT rebate' on licence fees saying that the decision would keep them away from taking part in the 3G (third generation) auction process. The operators formally conveyed the message to Finance Minister Abul Maal Abdul Muhith during a meeting recently. In the meeting, the finance minister proposed 7.5 per cent 'Value-added Tax' (VAT) on 3G spectrum and licencing fees though the telecom operators' long standing demand was VAT rebate.Admitting the issue, finance ministry sources said telecom operators including Grameenphone (GP) and Robi have sent separate letters to the finance minister by stating their concerns over VAT rebate and other issues.",2,0
3/26/2013 0:00,"Grameenphone pays Tk 1.40b to NBR.The Grameenphone Monday paid back Tk 1.40 billion to the National Board of Revenue (NBR), which was taken earlier as rebate from value-added tax (VAT) on account of second generation (2G) license fees. The VAT wing under the large taxpayers unit (LTU) of the NBR issued letter March 14 to pay back the said amount of waived VAT in seven days, official sources said.",2,0
4/8/2013 0:00,"Telenor will invest in 3G mobile. Telenor will invest in the 3G mobile facility in Bangladesh through Grameenphone, the visiting Norwegian Trade and Industry Minister Trond Giske has said. He met with the Foreign Minister Dipu Moni at the latter's office. Giske also showed interest to invest in ship-building or recycling and oil and gas sectors.",4,1
4/12/2013 0:00,"The 16th Annual General Meeting (AGM) of Grameenphone Ltd. was holds at the Mirpur Indoor Stadium today, April 10, 2013. Chairman of Grameenphone Board Sigve Brekke and CEO Vivek Sood were present on the occasion along with the other Board members, and senior officials of the company. GP has paid 90% Interim Dividend (Cash) during 2012. The Board of Directors also recommended 50% Final Dividend (Cash) making a total dividend of 140% of the paid-up capital (i.e. BDT 14 per share) for the year 2012. The shareholders approved the above total dividend for the year 2012. The other activities of the AGM were adoption of the Directors' report and Auditors' report together with the Audited Financials 2012, election/ re-election of the Directors and appointment of Auditors.",4,1
4/18/2013 0:00,"Grameenphone has signed an agreement with MoMagic Bangladesh, a concern of Symphony Mobile to offer different types of mobile applications to its customers through Symphony mobile phone handsets. The agreement was signed recently at GP House, the corporate headquarters of Grameenphone. Grameenphone, as the largest telecommunications service providers in the country is always in the forefront to bring new customer experiences through offering innovative products and services. Through this agreement, Grameenphone is going to include another distinctive service for its customers. The initiative is first of its kind in Bangladesh by a mobile network operator to collaborate with a prominent handset partner.",3,1
7/12/2013 0:00,Grameenphone recently launched 'm- Centrex' for Bangladesh Railway (BR) aiming to upgrade the telecommunication system of BR to increase its business efficiency.,4,1
7/19/2013 0:00,"Grameenphone Ltd reported BDT 47.4 billion revenues for the first half of 2013, a 2.2% increase from the first half of 2012.",5,1
7/19/2013 0:00,Grameenphone extended its support to the 300 victims of Savar Rana Plaza building collapse through setting up Flexiloads business facilities for them.,4,1
7/29/2013 0:00,Trading of the shares of the Grameenphone will remain suspended on record date for entitlement of interim dividend.,1,0
8/2/2013 0:00,Grameenphone shareholders approved the 51 percent share transfer of GPIT to Accenture Holdings B.V. at an Extra-ordinary General Meetingin the capital on Thursday.,3,1
8/8/2013 0:00,Grameenphone has issued a clarification regarding comments of Grameen Bank Chairman on payment of dividend from Grameenphone Ltd,3,1
8/13/2013 0:00,Grameenphone has developed their network as 3G enabled to participate in the upcoming 3G mobile phone service auction.,4,1
8/25/2013 0:00,Grameenphone has taken an initiative to explore ideas from young talented students for creating a 'positive social change' by using mobile technology,4,1
9/10/2013 0:00,"Grameenphone has decided to introduce3G mobile broadband service in the capital within this month and subsequently its coverage will reach 64 district towns by March, 2014.",5,1
9/13/2013 0:00,"Three mobile phone operators - Grameenphone, Robi Axiata and Airtel - received 3G mobile broadband licences Thursday from Bangladesh Telecommunication Regulatory Commission (BTRC).",4,1
9/22/2013 0:00,Grameenphone is yet to reduce the rates of its primary internet package 'Pay As You Go' despite repeated instructions from the telecom regulator.,2,0
9/30/2013 0:00,"Grameenphone launched Sunday its 3G network in central Dhaka, marking the beginning of the previously announced national roll-out of 3G services.",4,1
10/8/2013 0:00,Grameenphone is set to launch its 3G services for customers residing in the city's Bashundhara and Baridhara areas on commercial basis today,4,1
10/13/2013 0:00,Grameenphone launched 3G for its customers of selected areas in Chittagong and Sylhet on commercial basis Saturday. Grameenphone is the first operator to lunch 3G in Sylhet commercially,4,1
10/23/2013 0:00,"Increased costs for GP, Robi and Banglalink would mean increased call rates for the subscribers.",2,0
10/27/2013 0:00,"Grameenphone Ltd.reported Tk 25.0 billion revenues for the third quarter of the year from July to September period, which was an increase of 9.4 percent from the same period of 2012.",5,1
11/22/2013 0:00,Grameenphone is focusing now data centric business in Bangladesh with the slogan of 'internet for all'.,4,1
12/1/2013 0:00,Muggers took away Tk 0.3 million from a sales representative of a private mobile phone operator of Grameenphone after stabbing him in the city's Jurain area Saturday afternoon,1,0
12/19/2013 0:00,"Grameenphone tuesday announced that its customer will enjoy from now access to wikipedia,the largest free online encyclopedia in the world,free of mobile charges.",4,1
12/25/2013 0:00,GP launches 3G services in Barisal Private mobile phone operator on Tuesday for its customer on commercial basis,4,1
1/1/2014 0:00,"Airtel, Banglalink, Grameenphone and Robi Axiata- under the banner of Association of Mobile Telecom Operators of Bangladesh (AMTOB) honoured them with the technology products at a ceremony organised by Bangladesh Telecommunication Regulatory Commission (BTRC) at the National Museum Auditorium Tuesday",4,1
1/4/2014 0:00,"Islami Bank's operating profit declined in 2013, while Grameenphone's revenue and income might also see a decline, he said",1,0
1/5/2014 0:00,"Four telecom operators Grameenphone, Banglalink, Robi and Airtel are giving 3G service after getting licence in September last",4,1
1/9/2014 0:00,"Summit Purbanchol Power is the most traded stocks with shares worth Tk 63.75 million changing hands till then followed by BD Building, Meghna Petroleum, Golden Son and Square Pharma",4,1
1/10/2014 0:00,Fire service sources said a fire erupted at the AL office at about 3:40 am and soon engulfed the entire office and adjoining Grameenphone customer care centre,2,0
1/12/2014 0:00,"Country's largest telecom operator, Grameenphone (GP), alone bagged the top award in the information and communication technology (ICT) sector.",5,1
1/13/2014 0:00,"The government is planning to set up WiFi Hotspot in the country's 130,000 schools, market places, railway and bus stations jointly with Grameenphone to provide Internet-based services to the people",5,1
1/18/2014 0:00,"Appollo Ispat Complex dominated the week's top turnover chart with shares worth Tk 1.05 billion changing hands during the week followed by Bengal Windsor Thermoplastic, Olympic Industries, Golden Son and Square Pharma.",3,1
1/23/2014 0:00,"LankaBangla Finance dominated the top turnover chart with shares worth Tk 300.72 million changing hands followed by Padma Oil, Square Pharma, Olympic and Meghna Petroleum.",4,1
1/24/2014 0:00,"LankaBangla Finance dominated the top turnover chart with shares worth Tk 300.72 million changing hands followed by Padma Oil, Square Pharma, Olympic and Meghna Petroleum",4,1
1/27/2014 0:00,"Square Pharma dominated the top turnover chart with shares worth Tk 365.42 million changing hands followed by Olympic Industries, Padma Oil, Orion Pharma and Meghna Petroleum.",5,1
1/30/2014 0:00,"Many big cities yet to come under 3G network coverage. The mobile phone operators-Grameenphone (GP), Banglalink, Robi and Airtel-blamed mainly the political unrest for the failure as the political turmoil impeded their work speed",1,0
2/1/2014 0:00,"Meghna Petroleum dominated the week's top turnover chart with shares worth Tk 1.33 billion changing hands during the week followed by Padma Oil, Square Pharma, UCBL and Olympic Industries",4,1
2/2/2014 0:00,"United Airways dominated the top turnover chart with shares worth Tk 289.98 million changing hands followed by Meghna Petroleum, Appollo Ispat, Square Pharma and Unique Hotel and Resorts",4,1
2/3/2014 0:00,"United Airways dominated the top turnover chart with shares worth Tk 289.98 million changing hands followed by Meghna Petroleum, Appollo Ispat, Square Pharma and Unique Hotel and Resorts",4,1
2/5/2014 0:00,"Jamuna Oil dominated the top turnover chart with shares worth Tk 312.90 million changing hands followed by Meghna Petroleum, Generation Next Fashion, Square Pharma and GrameenPhone",4,1
2/7/2014 0:00,"Square Pharma dominated the top turnover chart with shares worth Tk 411.47 million changing hands followed by BSCCL, Jamuna Oil, Olympic Industries and Meghna Petroleum, GrameenPhone, Mercantile Bank, Padma Oil, LankaBangla Finance and Confidence Cement",5,1
2/8/2014 0:00," Meghna Petroleum dominated the week's top turnover chart with shares worth Tk 1.37 billion changing hands during the week followed by Square Pharma, Jamuna Oil, Mercantile Bank and United Airways",4,1
2/9/2014 0:00,"Square Pharma dominated the top turnover chart with shares worth Tk 388.06 million changing hands followed by BSCCL, Olympic Industries, Meghna Petroleum and LankaBangla Finance",5,1
2/9/2014 0:00,"Bangladesh Submarine Cable Company Ltd (BSCCL) is the most traded stocks with shares worth Tk 102.74 million changing hands till then followed by Square Pharma, Envoy Textile, BD Building and Orion Pharma",5,1
2/10/2014 0:00," Square Pharma is the most traded stocks with shares worth Tk 104.91 million changing hands till then followed by BSCCL, Olympic Industries, Meghna Petroleum and Aftab Automobiles",5,1
2/11/2014 0:00,"Square Pharma continued to dominate the top turnover chart for the fourth running session with shares worth Tk 350.16 million changing hands followed by newly listed AFC Agro Biotech, BSCCL, GP and Meghna Petroleum",5,1
3/8/2014 0:00,"Square Pharma dominated the week's top turnover chart with shares worth Tk 1.42 billion changing hands during the week followed by Olympic Industries, GrameenPhone, BSCCL and Lafarge Surma Cement",4,1
3/9/2014 0:00,"Lafarge Surma Cement dominated the top turnover chart with shares worth Tk 408.98 million changing hands followed by Square Pharma, Square Textile, BSCCL and Grameenphone",4,1
3/10/2014 0:00,"Eastern Bank Limited (EBL) has launched a host of banking solution and services for the Platinum Plus STAR Customers of Grameenphone Ltd. Under this campaign, Grameenphone Platinum Plus STAR customers can open a special Savings Account that comes with Co-branded International VISA Platinum Debit & Credit Cards and special privileges on personal loans, locker services, student banking services and added lifestyle benefits",4,1
4/11/2014 0:00,"A senior NBR official said although the ACC had sought information about Robi, they have sent documents relating similar allegation of tax evasion by three other mobile phone operators, namely, Grameenphone, Banglalink and Airtel.",1,0
4/12/2014 0:00,"Keya Cosmetics was the most traded stock with shares worth Tk 227.49 million changing hands followed by Titas Gas, Summit Port Alliance Port, Square Pharma and AB Bank.",3,1
5/10/2014 0:00,GP offers free Facebook browsing,4,1
5/12/2014 0:00,"In the IT Communication and Services sector, the gold award went to Singer Bangladesh Ltd while the silver and bronze awards went to Grameenphone (GP) and Bangladesh Submarine Cable Company Ltd respectively.",5,1
7/11/2014 0:00,Bangladesh's largest private mobile operator Grameenphone (GP) is planning new services to increase its Internet users to 50 million within five years.,4,1
8/25/2014 0:00,"Square Pharma's stocks return to green, turnover falls",1,0
10/13/2014 0:00,"Grameenphone has appointed Medhat El Husseiny as its chief technology officer (CTO). Medhat, who is an Egyptian national, brings over 20 years of experience from telecom sector, holding senior management roles in different multinational companies. He has also worked at Orascom Telecom Holding and Lucent Technologies in Egypt, said a press release on Monday, according to a news agency.",4,1
10/15/2014 0:00,"Subscriber base of Grameenphone (GP), the largest telecom service provider, has reached 50 million, what the telephony firm termed it an 'incredible achievement'.",5,1
10/17/2014 0:00,Bangladeshi cellular phone operator Grameenphone is the venture of Telenor Group having business operations in 13 countries.,4,1
11/12/2014 0:00,Expo Maker arranged the press conference on the eve of the three-day 'Grameenphone Smartphone and Tab Exposition' scheduled to be started tomorrow (Friday) at Bangabandhu International Conference Centre.Expo Maker is the organiser of the exhibition and the leading telecom service provider Grameenphone will be the title sponsor.  ,4,1
11/12/2014 0:00,"GP was the most traded stock back-to-back sessions with shares worth Tk 161.81 million changing hands followed by Hamid Fabrics, Square Pharma, Beximco Pharma and Jamuna Oil.",3,1
11/15/2014 0:00,"Grameenphone Limited as an Independent Director & acts as a Chairperson to MIDAS Financing Limited. She is actively committed to several development initiatives like BRAC, Manusher Jonno Foundation and is also the founder President of Bangladesh Federation of Women Entrepreneurs.",3,1
11/19/2014 0:00,"Leading telecom operator Grameenphone (GP) Ltd is going to provide better services to their customers in Mymensingh. This was promised by the high officials of Grameenphone at a press conference held in Mymensingh Club ON Wednesday, according to a news agency.",4,1
11/23/2014 0:00,"This reporter found many outlets in the capital pre-activated SIM cards of almost all mobile operators including Grameenphone, Banglalink, Robi and Airtel being displayed and sold.""Grameenphone is a compliant company and we do not condone the sales of SIM cards without necessary documents. Unfortunately, some unscrupulous traders at the retail level may be using fake documents,"" said GP's spokesman Syed Talat Kamal.",2,0
11/24/2014 0:00,"Cellular phone operator Grameenphone (GP) and Wikipedia are going to arrange a campaign to enrich Bangla content in Wikipedia. The campaign was announced at a press conference titled ""Wikipedia Regional Contributors Meet"" on Monday at the Biswa Shahitto Kendro, said a Grameenphone press release, according to a news agency.",5,1
11/27/2014 0:00,"Apart from Grameenphone, no other telecom company is making enough profit. We would like to see almost all the large telecom companies to make enough profit and to be listed on the capital market. This would bring in lot of stability in the capital market and lot of confidence to the businesses. Telecom companies are employing a good number of young people which is very much appreciated as they are creating employment.",5,1
